,years_of_experience,aerodynamics_score,technological_score,Leader,Leadership_score,distance,route_match,fuel_consumption,engine_temperature,body_weight,sensor_equipped
3762,14,30,4,0,398,927,25,114,48,3794,1
3763,10,42,5,1,505,678,96,133,50,3393,1
3764,5,6,6,0,127,532,60,94,58,3562,0
3765,17,38,10,1,535,678,66,57,74,2516,1
3766,17,40,4,1,513,908,61,42,58,3374,0
3767,11,13,5,0,220,506,19,110,62,3522,0
3768,16,42,7,1,549,634,41,65,40,1694,1
3769,13,12,6,0,227,750,74,68,79,1798,1
3770,14,24,5,0,345,993,21,131,76,2587,0
3771,20,35,5,1,485,566,32,76,64,3029,1
3772,18,22,4,0,338,613,58,83,77,2562,0
3773,7,28,5,0,350,713,36,107,63,3131,1
3774,15,34,2,0,429,895,88,106,63,3064,0
3775,0,30,7,0,349,657,39,130,40,1977,0
3776,1,47,3,1,496,802,58,115,47,2185,1
3777,3,49,6,1,547,865,83,55,36,1305,1
3778,1,24,7,0,294,608,54,86,65,2350,1
3779,15,41,4,1,513,757,35,80,49,1568,1
3780,0,20,7,0,249,700,92,83,77,3108,0
3781,1,29,2,0,309,844,57,61,36,1245,1
3782,6,46,8,1,546,837,26,111,73,1691,1
3783,11,38,10,1,505,843,100,49,67,2019,1
3784,4,29,1,0,317,690,15,42,68,3311,1
3785,20,23,7,0,379,752,52,120,71,3115,0
3786,14,46,9,1,593,860,81,53,50,2405,1
3787,10,44,2,1,504,750,44,92,40,2267,0
3788,7,37,7,0,454,845,3,69,70,2405,1
3789,8,10,8,0,196,982,84,135,42,1637,0
3790,1,40,7,1,454,716,51,30,51,1429,0
3791,14,50,6,1,612,560,64,86,52,1486,1
3792,8,45,8,1,546,870,45,37,49,1740,0
3793,16,37,4,1,478,960,12,82,64,1548,0
3794,0,33,1,0,337,925,43,142,76,2011,1
3795,14,12,7,0,239,919,4,108,52,2031,1
3796,18,44,3,1,551,506,8,97,66,3581,0
3797,17,27,3,0,376,796,0,108,45,2658,0
3798,10,39,5,1,475,965,14,67,56,2269,1
3799,18,39,7,1,529,913,2,44,42,2485,1
3800,16,42,10,1,570,526,20,143,78,3134,0
3801,9,19,2,0,249,825,57,79,59,2099,1
3802,7,35,3,0,406,604,56,146,62,1459,0
3803,18,44,6,1,572,835,71,84,80,3416,0
3804,19,18,3,1,296,889,23,119,61,3435,0
3805,18,34,1,0,437,833,96,70,53,3890,0
3806,17,30,5,0,420,870,70,98,70,3767,0
3807,15,9,6,0,207,686,68,62,52,2080,0
3808,20,22,1,0,327,943,81,75,58,1464,0
3809,2,22,4,0,258,938,62,59,61,2397,1
3810,18,38,2,1,484,761,30,85,75,1312,1
3811,20,5,6,0,192,758,22,71,49,3300,1
3812,18,19,7,0,329,821,36,138,52,1714,0
3813,1,17,5,0,210,632,50,129,52,3469,0
3814,13,27,7,0,384,678,28,136,67,1635,1
3815,13,15,1,0,222,800,58,72,38,3037,1
3816,19,29,10,1,455,722,40,132,78,2452,1
3817,13,49,4,1,583,580,5,116,58,2271,1
3818,4,10,3,0,141,635,24,141,48,2288,1
3819,5,35,10,0,445,644,30,143,51,1243,0
3820,11,50,10,0,625,717,14,119,70,3547,0
3821,15,38,4,1,483,656,23,73,74,3211,1
3822,19,25,2,0,359,746,80,44,39,1330,1
3823,8,44,1,0,487,566,92,104,51,2587,0
3824,11,41,8,1,521,861,0,62,59,2158,1
3825,19,35,2,1,459,783,71,63,52,1570,0
3826,18,38,5,0,505,542,56,104,37,2074,1
3827,19,5,8,0,201,560,79,120,54,3023,0
3828,9,19,1,0,242,854,84,73,51,2489,1
3829,3,35,7,0,414,533,86,92,46,1276,0
3830,14,45,7,1,569,631,15,139,65,3568,0
3831,6,12,10,0,220,937,95,124,71,2860,1
3832,1,46,3,1,486,785,46,138,46,3003,0
3833,7,45,7,1,534,579,98,39,46,2866,1
3834,16,45,5,1,565,707,30,77,42,2941,1
3835,11,44,2,1,509,834,92,91,36,1815,1
3836,13,20,7,0,314,608,37,60,78,1955,0
3837,12,34,3,0,421,560,18,139,38,1630,0
3838,17,34,5,1,460,771,33,110,59,1888,0
3839,20,29,7,0,439,513,47,81,64,2032,1
3840,5,38,10,1,475,995,60,101,76,2468,0
3841,12,38,7,1,489,703,56,72,41,2340,1
3842,10,41,2,1,474,729,97,139,71,1679,0
3843,19,16,1,0,262,532,0,136,74,3726,0
3844,14,21,4,1,308,705,53,107,73,3149,0
3845,7,5,8,0,141,572,4,67,80,3076,1
3846,18,16,9,0,313,939,1,150,69,1871,0
3847,19,15,6,0,287,917,27,147,69,2285,1
3848,16,40,4,1,508,738,1,68,44,2843,1
3849,1,19,5,0,230,683,16,101,60,2215,0
3850,18,14,4,0,258,700,61,79,60,3090,1
3851,11,20,3,0,276,818,49,140,39,3693,1
3852,18,49,7,1,629,825,100,86,47,3913,0
3853,8,16,3,0,221,615,78,147,57,3846,1
3854,8,27,5,0,345,933,65,78,71,1435,0
3855,19,28,1,0,382,549,19,69,36,1383,0
3856,20,40,7,1,549,797,46,60,53,2687,1
3857,12,5,7,0,159,831,36,65,54,3449,0
3858,20,10,2,0,214,689,80,93,50,1880,0
3859,16,46,2,1,554,851,91,135,56,2084,0
3860,20,38,2,0,494,991,62,101,37,3548,1
3861,0,15,2,0,164,725,85,47,63,3903,0
3862,11,5,4,0,133,996,78,73,73,3065,0
3863,14,48,3,1,571,593,11,85,67,3601,0
3864,5,22,5,0,280,895,54,124,67,1548,1
3865,19,50,9,1,658,613,82,66,38,2880,1
3866,12,26,6,0,362,503,41,128,49,2837,0
3867,14,32,7,0,439,655,67,49,77,1858,1
3868,11,25,8,0,361,685,65,120,66,2589,0
3869,4,47,7,1,539,818,91,86,51,3643,0
3870,20,32,2,0,434,939,75,92,53,1457,0
3871,12,22,8,0,336,509,62,116,55,3649,0
3872,15,29,10,0,435,756,4,86,60,1846,1
3873,17,22,7,0,354,963,24,61,76,3816,0
3874,0,32,10,0,390,534,42,62,73,3210,0
3875,6,16,10,0,260,502,46,78,50,2460,0
3876,18,34,7,0,479,1000,92,57,71,3679,0
3877,2,38,9,1,453,746,53,103,48,2421,0
3878,10,12,2,0,184,597,24,35,61,1566,1
3879,6,36,2,0,404,918,58,135,71,3124,0
3880,16,50,5,1,615,995,54,35,58,2976,1
3881,4,27,4,0,318,909,56,54,63,2371,0
3882,17,44,2,1,539,645,52,51,40,1317,1
3883,14,29,10,0,430,955,39,145,71,3662,1
3884,14,42,5,1,525,651,77,89,59,2983,1
3885,13,44,6,1,547,845,44,49,52,2179,1
3886,7,14,2,0,189,595,81,120,50,3613,1
3887,10,43,2,1,494,779,67,51,68,1433,1
3888,3,41,6,1,467,959,62,130,60,2353,1
3889,20,22,8,0,376,765,10,61,63,3508,1
3890,18,11,10,0,270,903,45,55,57,3309,1
3891,11,15,1,0,212,890,20,77,67,1667,0
3892,6,33,8,0,416,560,54,50,39,3809,0
3893,12,19,1,0,257,592,9,132,60,2243,1
3894,1,7,7,0,124,810,24,141,65,1403,1
3895,6,17,1,0,207,629,57,100,62,3348,1
3896,2,10,10,0,180,626,92,49,75,2468,1
3897,13,11,3,0,196,846,82,41,65,2844,0
3898,18,5,10,0,210,866,66,91,71,1307,1
3899,0,21,4,0,238,593,26,132,50,1837,1
3900,19,22,7,1,364,902,87,94,58,1436,0
3901,6,39,5,1,455,609,100,51,73,3055,0
3902,4,21,5,0,265,983,48,84,78,3517,1
3903,1,31,9,0,378,531,54,85,42,3124,1
3904,17,29,2,0,389,818,50,77,44,3483,0
3905,16,16,9,0,303,680,14,114,72,2936,0
3906,15,39,2,1,479,613,78,35,59,1203,0
3907,20,37,7,1,519,702,57,63,77,3478,1
3908,20,38,8,1,536,675,78,136,70,2490,1
3909,2,25,6,0,302,880,33,89,55,1659,1
3910,14,29,2,0,374,665,89,100,74,3698,0
3911,7,50,7,1,584,950,78,106,55,3445,0
3912,18,31,5,0,435,676,24,123,51,1665,0
3913,4,38,9,1,463,580,28,45,80,2152,1
3914,6,46,6,1,532,756,93,111,59,3803,0
3915,15,45,4,1,553,796,82,70,74,2458,0
3916,18,41,5,0,535,775,58,67,69,3149,1
3917,10,25,8,0,356,928,7,122,64,1205,1
3918,0,21,9,0,273,828,77,91,37,3840,0
3919,12,6,10,0,190,923,90,44,64,3154,1
3920,18,22,7,0,359,887,89,138,67,1620,1
3921,15,47,4,1,573,714,100,117,38,3972,1
3922,14,21,6,0,322,891,60,104,56,2344,0
3923,19,41,4,1,533,676,46,123,75,2455,1
3924,9,32,10,0,435,599,40,124,70,3506,0
3925,1,40,4,0,433,951,9,106,76,3685,0
3926,5,48,10,1,575,611,98,86,44,2838,0
3927,4,19,6,0,252,783,21,107,65,1738,1
3928,20,34,2,1,454,914,4,100,59,3637,0
3929,9,34,7,0,434,841,41,57,39,1892,1
3930,15,20,5,0,310,763,87,113,73,2059,0
3931,5,27,4,0,323,952,29,139,48,1207,1
3932,1,42,7,1,474,846,77,91,54,2101,1
3933,1,44,2,1,459,714,37,110,71,1266,0
3934,6,28,6,0,352,637,87,138,76,2699,0
3935,3,34,4,0,383,620,36,129,45,1660,1
3936,17,26,10,0,415,873,63,37,58,2209,0
3937,14,25,6,0,362,910,15,70,71,1200,1
3938,13,8,1,0,152,784,84,142,54,3883,0
3939,1,18,10,0,255,971,49,31,61,1997,1
3940,16,22,5,1,335,680,55,46,66,1901,0
3941,13,5,8,0,171,986,0,148,79,1959,0
3942,10,7,5,0,155,876,49,146,55,3042,0
3943,10,21,10,0,330,791,8,140,72,1602,0
3944,7,29,1,0,332,997,1,125,47,2849,1
3945,8,18,7,0,269,914,40,115,64,2997,1
3946,11,33,2,0,399,651,79,95,79,3124,1
3947,4,34,1,0,367,864,73,90,60,2604,1
3948,6,13,4,0,188,803,43,66,59,1246,1
3949,4,20,5,0,255,991,84,143,42,1207,0
3950,17,36,2,0,459,676,86,135,38,2780,1
3951,13,33,4,0,423,522,2,61,61,3524,0
3952,6,31,5,0,375,591,48,32,56,2290,1
3953,10,10,4,0,178,511,68,44,71,1455,0
3954,13,47,4,1,563,772,89,143,58,2400,1
3955,1,28,5,0,320,608,24,43,44,2382,0
3956,18,5,1,0,147,905,85,124,49,3834,0
3957,0,42,9,1,483,989,74,89,74,3280,1
3958,11,26,3,0,336,939,56,53,48,1444,1
3959,2,31,5,0,355,917,17,80,38,3226,0
3960,20,38,2,1,494,689,40,90,46,2176,0
3961,8,26,3,0,321,825,21,86,50,2348,0
3962,8,47,7,1,559,867,35,131,57,2113,0
3963,19,24,5,0,370,630,1,106,68,3512,0
3964,17,8,4,0,193,926,76,134,40,1344,0
3965,14,5,10,0,190,869,51,133,58,1599,1
3966,15,28,10,0,425,876,70,53,39,3112,0
3967,11,36,2,0,429,567,89,32,55,1589,1
3968,12,8,1,0,147,576,57,122,56,3806,1
3969,18,36,6,1,492,864,26,46,68,2530,0
3970,13,11,2,0,189,997,50,94,80,2337,0
3971,17,27,1,1,362,807,48,124,61,3110,1
3972,11,11,2,0,179,737,41,106,74,1667,0
3973,15,50,5,1,610,855,1,127,68,1879,0
3974,7,24,4,0,303,656,11,143,72,1282,0
3975,3,27,10,0,355,823,51,131,63,1400,1
3976,16,23,3,0,331,570,19,99,51,1640,1
3977,12,35,8,1,466,502,62,98,80,1484,0
3978,12,37,9,1,493,822,40,97,71,2880,1
3979,11,30,9,0,418,902,70,146,58,1838,0
3980,7,6,2,0,109,713,45,85,39,1375,1
3981,3,20,2,0,229,979,50,139,60,2693,1
3982,2,23,5,0,275,646,52,49,62,1921,0
3983,6,21,4,0,268,663,39,103,48,1548,1
3984,18,26,2,0,364,875,32,137,75,1709,1
3985,0,29,4,0,318,565,28,66,58,1928,1
3986,16,38,3,0,481,873,52,36,50,3278,0
3987,2,34,7,0,399,587,59,89,52,3269,0
3988,15,24,2,0,329,691,56,79,57,3608,0
3989,10,6,9,0,173,875,94,87,50,3100,0
3990,0,14,4,0,168,713,11,58,61,1413,1
3991,7,36,8,1,451,991,9,66,71,1989,1
3992,4,40,8,0,476,590,66,61,54,2339,1
3993,6,11,8,0,196,996,77,68,74,2944,0
3994,11,12,8,0,231,853,5,82,45,2290,1
3995,15,29,4,0,393,708,79,140,50,2679,0
3996,19,37,5,1,500,823,25,108,69,3800,0
3997,20,28,4,0,408,765,16,62,71,1371,0
3998,1,20,5,0,240,853,23,31,45,1730,1
3999,7,5,1,0,92,643,26,143,76,2000,1
4000,2,12,9,0,193,974,27,123,66,3890,0
4001,18,38,6,1,512,738,66,80,65,2190,0
4002,3,9,7,0,154,1000,20,145,73,3972,1
4003,2,16,6,0,212,760,95,52,70,1419,0
4004,14,45,8,1,576,953,67,108,47,2981,0
4005,13,36,7,1,474,751,20,144,44,1832,0
4006,20,27,3,0,391,544,25,108,63,3915,1
4007,10,43,6,1,522,895,35,115,67,2486,1
4008,10,39,5,1,475,515,53,57,43,1476,1
4009,13,36,9,0,488,646,77,112,78,2670,1
4010,13,5,2,0,129,943,19,40,72,1501,1
4011,13,20,10,0,335,886,55,30,60,3107,1
4012,5,47,9,1,558,962,62,115,75,2230,1
4013,17,31,2,0,409,901,92,35,46,3293,1
4014,0,7,8,1,126,971,33,60,57,1248,0
4015,12,38,10,1,510,614,57,73,78,3996,1
4016,6,27,3,0,321,600,89,94,52,2774,0
4017,20,22,5,0,355,702,71,142,57,2754,0
4018,18,35,2,1,454,791,13,81,44,3364,1
4019,16,13,7,0,259,691,47,72,58,2716,0
4020,13,37,8,1,491,961,36,102,56,1507,1
4021,3,49,10,1,575,911,78,36,50,1560,1
4022,11,19,1,0,252,739,66,87,65,2025,1
4023,19,47,9,1,628,761,47,114,42,1651,0
4024,6,46,3,1,511,997,19,91,75,3436,0
4025,16,18,10,0,330,527,62,39,71,1519,0
4026,17,24,9,0,388,803,58,128,53,3794,1
4027,12,46,4,1,548,885,64,86,67,3239,1
4028,0,9,4,0,118,822,61,118,74,2346,1
4029,4,42,4,1,468,841,0,146,52,3050,0
4030,7,6,5,0,130,797,70,145,45,2141,0
4031,18,46,4,1,578,919,64,128,59,1737,1
4032,20,26,1,0,367,834,80,33,65,1992,1
4033,19,12,6,0,257,526,93,142,37,3523,1
4034,4,12,2,0,154,775,21,148,74,3698,1
4035,2,45,2,1,474,811,28,61,72,3760,1
4036,8,13,10,0,240,521,96,120,55,3365,0
4037,9,8,10,0,195,943,92,85,51,3401,1
4038,19,19,5,0,320,529,62,77,57,2460,0
4039,0,11,8,0,166,532,45,101,72,3770,1
4040,0,36,8,0,416,948,52,124,54,2313,1
4041,3,7,1,0,92,918,71,50,39,3466,1
4042,18,32,4,0,438,659,17,99,61,2916,1
4043,15,25,8,0,381,601,62,117,78,1961,1
4044,19,8,2,0,189,892,10,94,50,3147,1
4045,14,24,8,0,366,550,6,49,48,2102,1
4046,4,38,4,0,428,928,31,45,44,1870,0
4047,5,42,10,1,515,935,83,110,36,2938,1
4048,18,35,5,1,475,903,68,99,63,1607,0
4049,8,24,4,0,308,552,84,128,39,3570,1
4050,7,20,4,0,263,587,99,87,75,1454,0
4051,5,47,3,1,516,783,95,55,43,3229,0
4052,11,14,7,0,244,744,11,104,67,3480,1
4053,8,39,3,1,451,501,15,130,79,2294,0
4054,14,13,4,0,228,967,30,54,73,3767,1
4055,2,36,2,0,384,516,13,133,68,3347,1
4056,11,10,9,0,218,877,24,31,54,3472,0
4057,20,6,8,1,216,566,36,131,43,3257,0
4058,10,28,4,0,358,582,61,94,77,2009,0
4059,15,12,9,0,258,981,24,55,36,2223,0
4060,17,36,5,1,480,847,87,34,42,3578,0
4061,20,25,5,0,385,953,45,60,50,1602,1
4062,15,24,2,1,329,755,6,33,57,2524,1
4063,9,27,7,0,364,619,18,49,65,2646,1
4064,11,43,2,1,499,924,47,49,50,2858,1
4065,5,25,3,0,296,912,95,124,42,1562,1
4066,3,9,4,0,133,982,84,79,52,1637,1
4067,16,10,8,0,236,706,65,95,63,1322,1
4068,10,46,5,1,545,774,62,84,39,2210,0
4069,20,15,1,0,257,994,28,30,52,3318,0
4070,9,11,9,0,218,627,85,145,63,3313,0
4071,0,9,8,0,146,751,32,96,79,2345,0
4072,20,46,2,1,574,705,27,38,55,1334,1
4073,3,45,5,1,500,867,99,55,38,2228,0
4074,9,5,8,1,151,788,79,51,57,2444,0
4075,15,6,8,1,191,587,17,150,64,1349,0
4076,7,33,9,0,428,652,43,83,45,2371,1
4077,8,39,5,1,465,860,85,51,52,3965,1
4078,13,49,8,1,611,521,28,122,66,1952,1
4079,0,16,8,0,216,629,21,49,71,1985,1
4080,19,45,2,1,559,878,28,51,63,2345,1
4081,9,49,9,1,598,813,30,54,36,3786,0
4082,4,43,5,0,485,580,33,120,50,2656,1
4083,18,45,6,1,582,755,56,94,53,1403,0
4084,20,49,1,1,597,899,79,122,39,2049,0
4085,16,16,1,0,247,566,54,110,72,2347,1
4086,10,24,7,0,339,918,87,56,65,2815,0
4087,20,38,8,1,536,995,28,64,78,2074,0
4088,2,9,7,0,149,995,92,33,74,2417,1
4089,4,41,1,0,437,922,49,118,64,1909,1
4090,11,22,5,0,310,576,91,71,47,1478,1
4091,5,42,3,1,466,646,38,43,54,3351,0
4092,17,39,7,1,524,869,24,92,62,2032,1
4093,6,46,1,1,497,691,12,67,67,1673,0
4094,14,31,10,0,450,500,86,108,60,1301,0
4095,12,27,8,0,386,648,31,80,62,3004,1
4096,3,44,2,1,469,864,95,96,59,1991,1
4097,19,9,9,0,248,671,19,79,64,1288,0
4098,5,48,7,1,554,621,91,94,49,3559,1
4099,16,11,6,0,232,740,68,110,38,3529,1
4100,0,33,6,0,372,794,37,139,57,2217,1
4101,17,26,5,0,380,515,76,42,66,3648,1
4102,20,19,3,1,311,842,71,87,40,2649,1
4103,20,48,5,1,615,978,12,53,77,1424,1
4104,3,34,10,0,425,983,82,130,44,2243,0
4105,19,24,7,0,384,679,68,91,68,1231,0
4106,15,15,3,0,246,532,62,107,43,1273,0
4107,20,25,3,0,371,629,46,92,36,1360,1
4108,7,29,4,0,353,618,100,134,56,3392,1
4109,14,5,8,0,176,504,19,103,61,2183,1
4110,15,30,4,0,403,981,85,40,37,3782,1
4111,5,9,8,0,171,645,83,69,44,2994,1
4112,20,10,7,0,249,532,56,100,48,2729,1
4113,4,20,8,1,276,976,32,121,37,1953,1
4114,9,22,10,0,335,988,43,54,73,3371,1
4115,1,10,3,0,126,668,42,75,73,3338,0
4116,17,12,1,0,212,874,86,54,38,1992,0
4117,12,42,7,1,529,954,14,58,49,1778,1
4118,0,41,7,1,459,557,67,50,62,1703,0
4119,13,30,10,0,435,913,89,72,69,1316,1
4120,2,43,3,1,461,783,94,89,48,1628,0
4121,18,25,3,0,361,959,67,63,50,1300,0
4122,17,28,1,0,372,807,2,88,44,1370,0
4123,10,48,4,1,558,602,96,105,76,3291,1
4124,17,30,4,0,413,967,85,135,61,2701,1
4125,18,44,9,1,593,600,8,93,72,1895,0
4126,14,20,8,0,326,533,60,147,66,2811,1
4127,8,40,5,1,475,871,5,108,49,1642,0
4128,1,15,4,0,183,665,32,135,80,2105,1
4129,2,37,2,0,394,957,40,83,78,1483,0
4130,15,48,10,1,625,742,48,138,38,2260,0
4131,13,9,6,0,197,512,57,123,41,2389,1
4132,20,31,9,1,473,722,35,32,73,2473,1
4133,4,26,5,0,315,743,40,43,43,3351,1
4134,17,20,3,0,306,680,12,129,49,1218,1
4135,4,39,3,0,431,988,98,60,52,2276,0
4136,6,12,7,0,199,929,49,88,62,2466,0
4137,12,29,3,1,371,545,1,92,51,1288,1
4138,3,34,5,0,390,814,47,44,36,2422,0
4139,18,17,9,0,323,817,19,70,52,2243,0
4140,0,33,10,0,400,517,64,59,72,3050,1
4141,18,30,4,0,418,871,2,125,39,2042,1
4142,7,27,5,0,340,939,39,128,41,2788,1
4143,13,6,3,0,146,964,14,87,70,1594,0
4144,16,14,9,0,283,682,13,53,40,3790,0
4145,5,33,9,0,418,646,99,32,76,3695,0
4146,10,6,9,0,173,966,0,110,37,2305,0
4147,9,49,7,1,584,752,28,92,43,2845,0
4148,17,24,9,0,388,645,59,75,72,3825,0
4149,8,27,7,0,359,717,92,139,51,3074,1
4150,1,18,8,0,241,862,41,125,73,1493,0
4151,13,34,2,0,419,507,44,121,52,3165,1
4152,6,8,8,0,166,514,79,90,36,1226,1
4153,4,9,4,1,138,711,42,142,36,1917,0
4154,14,50,9,0,633,524,25,102,45,3893,0
4155,19,23,8,0,381,938,75,92,76,3668,1
4156,19,7,1,0,172,640,58,37,71,3366,1
4157,14,34,3,0,431,651,76,137,55,2531,0
4158,4,33,9,0,413,754,19,77,67,2359,1
4159,16,27,4,0,378,643,12,81,57,3965,1
4160,16,9,9,0,233,906,7,40,53,2945,0
4161,1,39,10,1,465,809,2,109,40,3466,0
4162,8,48,9,1,583,603,29,96,46,2833,0
4163,13,10,6,0,207,972,1,141,39,3627,1
4164,18,12,10,0,280,997,96,147,56,2034,0
4165,5,35,2,0,389,938,30,107,60,2116,0
4166,7,19,1,0,232,555,22,148,69,1860,0
4167,14,33,3,0,421,874,48,149,62,2419,0
4168,20,34,9,1,503,782,74,34,41,3467,0
4169,10,17,6,0,262,594,2,74,36,3137,1
4170,7,21,10,0,315,543,42,117,52,3105,0
4171,7,25,10,1,355,761,69,105,65,1848,0
4172,12,7,8,0,186,622,36,77,61,1486,1
4173,13,15,6,0,257,825,42,86,65,2689,0
4174,11,47,3,1,546,967,97,127,41,3420,0
4175,9,19,1,0,242,775,13,142,41,2570,1
4176,0,9,5,0,125,882,6,75,66,1510,1
4177,18,14,6,0,272,903,71,144,53,3266,0
4178,5,16,9,0,248,583,31,100,49,1598,1
4179,6,41,3,1,461,965,48,116,54,3591,1
4180,2,22,6,1,272,615,99,63,80,2189,1
4181,17,31,10,1,465,904,31,32,50,2342,0
4182,14,42,2,1,504,625,30,99,45,3098,1
4183,1,45,9,1,518,619,28,70,73,3707,0
4184,2,42,8,1,486,558,83,110,43,1844,1
4185,1,19,1,0,202,971,30,94,47,1579,1
4186,0,49,10,1,560,729,35,38,57,3448,1
4187,16,38,4,1,488,860,7,84,59,1769,1
4188,13,6,4,0,153,686,14,127,40,3679,0
4189,7,12,6,0,197,724,78,43,72,2989,0
4190,5,47,7,0,544,749,3,147,65,2292,1
4191,13,50,7,1,614,563,58,55,51,2242,1
4192,8,9,7,0,179,556,100,144,51,2024,0
4193,3,8,8,0,151,745,4,142,57,3850,1
4194,7,33,3,0,386,957,35,96,64,1367,1
4195,0,32,10,1,390,941,31,81,48,3750,0
4196,7,36,1,0,402,650,80,81,67,1722,1
4197,17,49,5,1,610,768,39,66,52,2957,0
4198,4,19,9,0,273,733,59,70,48,2861,0
4199,1,33,1,0,342,555,86,105,68,3535,1
4200,9,31,1,0,362,854,31,136,38,2946,0
4201,7,36,5,0,430,835,55,110,80,2022,1
4202,9,5,8,0,151,702,27,138,80,2763,0
4203,6,5,7,0,129,645,17,53,80,3049,0
4204,16,16,8,0,296,989,65,114,51,1577,1
4205,2,23,8,0,296,970,42,43,47,1291,1
4206,0,31,2,0,324,524,80,33,62,1935,1
4207,4,26,6,0,322,777,53,106,60,2241,0
4208,9,11,5,0,190,652,33,130,53,2502,1
4209,10,30,2,0,364,895,7,36,38,2644,1
4210,2,29,1,0,307,892,87,143,44,2045,0
4211,6,19,5,0,255,582,7,69,59,2288,1
4212,11,47,3,1,546,985,78,97,63,2089,1
4213,8,8,9,0,183,910,54,144,74,3442,1
4214,2,34,8,0,406,659,17,70,80,3683,0
4215,14,12,2,0,204,571,54,148,40,1779,1
4216,7,50,3,0,556,727,96,77,71,2934,0
4217,15,50,9,1,638,982,5,53,48,3426,1
4218,4,5,4,0,98,736,6,85,75,2967,1
4219,1,31,10,0,385,845,24,143,44,2349,0
4220,6,42,9,1,513,993,37,88,66,1584,0
4221,1,14,3,1,166,773,63,86,50,1434,0
4222,20,50,8,1,656,643,38,145,80,1754,0
4223,18,43,5,0,555,710,20,108,78,3856,0
4224,14,43,9,1,563,675,37,138,42,3824,0
4225,2,7,2,0,94,537,35,127,55,3091,0
4226,7,45,8,1,541,586,42,49,69,2407,1
4227,6,42,10,1,520,933,38,101,80,2123,1
4228,13,32,4,0,413,540,84,74,48,2586,1
4229,4,13,10,0,220,599,82,58,57,2675,1
4230,4,8,6,0,142,890,34,31,46,3898,0
4231,9,25,6,0,337,812,2,51,46,1654,0
4232,7,40,2,0,449,988,6,48,51,2165,0
4233,4,28,7,0,349,597,31,93,41,2839,0
4234,12,45,6,1,552,778,24,87,80,1586,0
4235,7,24,7,0,324,854,45,90,76,2627,0
4236,9,6,6,0,147,885,56,44,40,3412,0
4237,4,22,9,0,303,733,9,81,55,2875,1
4238,5,48,9,1,568,996,39,67,53,2092,1
4239,15,27,6,0,387,681,87,143,71,1608,0
4240,16,29,3,0,391,541,82,130,62,3417,1
4241,2,27,10,1,350,797,33,127,61,3780,0
4242,10,28,4,0,358,877,98,58,58,3760,1
4243,11,6,8,0,171,539,59,137,50,1489,1
4244,4,42,1,0,447,591,28,73,67,1584,0
4245,13,13,4,0,223,538,14,127,41,3848,0
4246,9,35,6,0,437,643,91,115,75,2535,1
4247,1,24,9,0,308,984,50,78,54,1865,0
4248,6,46,2,1,504,692,50,51,55,2681,1
4249,4,26,7,0,329,818,35,112,66,3476,1
4250,3,39,3,1,426,995,52,94,37,3374,1
4251,9,34,8,0,441,785,65,33,62,3326,0
4252,16,38,7,1,509,716,91,68,61,2431,0
4253,2,48,1,1,497,669,46,149,52,1846,0
4254,15,43,4,1,533,602,78,124,38,3093,0
4255,14,15,10,0,290,988,62,90,59,1906,1
4256,20,22,7,0,369,835,9,69,79,2587,0
4257,16,18,6,0,302,937,11,67,71,2974,0
4258,20,16,4,0,288,816,59,148,54,2034,1
4259,10,18,2,0,244,801,30,88,51,2485,0
4260,10,22,9,0,333,978,20,115,59,1766,1
4261,10,44,2,1,504,677,77,103,39,1550,0
4262,3,35,5,0,400,539,37,103,40,3487,1
4263,6,21,2,0,254,889,78,119,76,1651,0
4264,17,47,5,0,590,500,63,115,59,3434,0
4265,15,21,3,0,306,634,29,148,70,3214,1
4266,3,29,6,0,347,569,81,41,46,1690,0
4267,9,16,3,0,226,727,51,120,80,2730,1
4268,9,11,6,0,197,608,32,56,66,2893,1
4269,20,41,8,1,566,675,89,61,61,1747,1
4270,18,36,4,1,478,833,92,103,80,2832,1
4271,11,40,7,1,504,557,39,113,67,2420,0
4272,12,20,8,0,316,540,26,71,50,2232,1
4273,11,29,1,0,352,604,28,74,67,1882,0
4274,18,25,2,0,354,517,78,51,75,3285,0
4275,10,32,9,0,433,798,21,76,42,2595,1
4276,20,7,3,0,191,818,33,119,74,3330,1
4277,8,14,6,0,222,575,31,59,44,3372,1
4278,10,48,1,1,537,549,66,37,73,1276,0
4279,0,33,9,0,393,718,38,101,41,1918,1
4280,20,39,8,1,546,989,1,56,62,1639,0
4281,9,22,6,0,307,559,42,34,41,2960,1
4282,16,42,6,1,542,803,8,75,52,2058,0
4283,10,46,2,1,524,694,84,149,43,1829,0
4284,18,21,1,0,307,799,98,73,50,2904,0
4285,11,22,10,0,345,868,33,94,53,1291,0
4286,14,7,1,0,147,838,31,33,78,2734,1
4287,14,14,8,0,266,833,42,79,48,1985,1
4288,12,7,10,0,200,664,84,52,43,3975,0
4289,4,8,3,0,121,845,18,150,54,3194,1
4290,10,24,2,0,304,709,58,136,44,1708,0
4291,0,48,6,1,522,597,25,105,70,3925,1
4292,13,44,1,1,512,720,76,130,45,1556,0
4293,6,26,2,0,304,874,32,57,53,2802,1
4294,17,23,4,0,343,572,53,55,63,2735,0
4295,4,37,1,0,397,609,9,121,57,2011,0
4296,2,18,3,0,211,819,18,84,63,2529,0
